anchor,positive
"ἔτος δ᾿ ἦγεν ὀκτωκαιδέκατον καθ᾿ ὃ τοῦ τῆς κατηχήσεως προέστη διδασκαλείου· ἐν ᾧ καὶ προκόπτει ἐπὶ τῶν κατὰ Ἀκύλαν τῆς Ἀλεξανδρείας ἡγούμενον διωγμῶν, ὅτε καὶ μάλιστα διαβόητον ἐκτήσατο παρὰ πᾶσιν τοῖς ἀπὸ τῆς πίστεως ὁρμωμένοις ὄνομα δι᾿ ἣν ἐνεδείκνυτο πρὸς ἅπαντας τοὺς ἁγίους ἀγνῶτάς τε καὶ γνωρίμους μάρτυρας δεξίωσίν τε καὶ προθυμίαν.","Κατὰ τὸ ὀκτωκαιδέκατον ἔτος τῆς ἀρχῆς τοῦ διδασκαλείου τῆς κατηχήσεως, ὅτε ἦν ἡγεμὼν ἐπὶ τῶν κατὰ Ἀκύλαν διωγμῶν τῆς Ἀλεξανδρείας, ἐν αὐτῷ καιρῷ ἐπεκτάθη ὁ φόβος καὶ ἔλαβε μεγάλην φήμην ἐκ πᾶσιν τοῖς ἐκ πίστεως ἐμπνεομένοις, δι᾿ ἣν ἐπέδειξε πρὸς πάντας τοὺς ἁγίους, ἄγνωστους τε καὶ ἐπίσημους, μάρτυρας καὶ ζέσεις προθέσεις."
ΙΓ Περὶ τῶν τῆς ἐκκλησίας προέδρων τῶν τὸ γνήσιον ἧς ἐπρέσβευον εὐσεβείας διὰ τοῦ σφῶν αἵματος ἐπιδεδειγμένων.,"XIII. Περὶ τῶν προέδρων τῆς ἐκκλησίας, οἳ τὴν γνήσιαν εὐσέβειαν ἐμαρτύρησαν διὰ τοῦ αἵματος αὐτῶν, ἐμφανῶς δηλοῦντες τὴν ἀληθινὴν πίστιν."
"ταῦτα δ᾿ ἡμῖν εἴρηται παρισταμένοις ὅτι μὴ καθ᾿ ἣν ὁ Λουκᾶς ἀνέγραψεν ἐπὶ τῆς Ῥώμης ἐπιδημίαν τοῦ Παύλου τὸ μαρτύριον αὐτῷ συνεπεράνθη· εἰκός γέ τοι κατὰ μὲν ἀρχὰς ἠπιώτερον τοῦ Νέρωνος διακειμένου, ῥᾷον τὴν ὑπὲρ τοῦ δόγματος τοῦ Παύλου καταδεχθῆναι ἀπολογίαν, προελθόντος δ᾿ εἰς ἀθεμίτους τόλμας, μετὰ τῶν ἄλλων καὶ τὰ κατὰ τῶν ἀποστόλων ἐγχειρηθῆναι.","Λουκᾶς ἐν Ῥώμῃ Παύλου μαρτύριον ἀνέγραψε· ἀρχὰς Νέρωνος ἠπιωτέρας εἰκότως τὴν ἀπολογίαν δέχεται, μετὰ δὲ πρόοδον εἰς ἀθέμιτα καὶ διωγμούς ἐπεχείρησαν."
"ἔτι δὲ Κλαυδίου τὰ τῆς βασιλείας διέποντος, κατὰ τὴν τοῦ πάσχα ἑορτὴν τοσαύτην ἐπὶ τῶν Ἱεροσολύμων στάσιν καὶ ταραχὴν ἐγγενέσθαι συνέβη, ὡς μόνων τῶν περὶ τὰς ἐξόδους τοῦ ἱεροῦ βίᾳ συνωθουμένων τρεῖς μυριάδας Ἰουδαίων ἀποθανεῖν πρὸς ἀλλήλων καταπατηθέντων, γενέσθαι τε τὴν ἑορτὴν πένθος μὲν ὅλῳ τῷ ἔθνει, θρῆνον δὲ καθ᾿ ἑκάστην οἰκίαν.","Κατὰ τὸ Πάσχα ἐν Ἱεροσολύμοις στάσις μεγάλη ἐγένετο, ἣν βία προκάλεσεν, ὅπου τρεῖς μυριάδες Ἰουδαίων ἀπέθανον, καὶ ὅλον τὸ ἔθνος ἐπενθῆκε."
"Ἐν δὲ ταῖς Ὑποτυπώσεσιν ξυνελόντα εἰπεῖν πάσης τῆς ἐνδιαθήκου γραφῆς ἐπιτετμημένας πεποίηται διηγήσεις, μηδὲ τὰς ἀντιλεγομένας παρελθών, τὴν Ἰούδα λέγω καὶ τὰς λοιπὰς καθολικὰς ἐπιστολὰς τήν τε Βαρναβᾶ, καὶ τὴν Πέτρου λεγομένην Ἀποκάλυψιν.","ἐν ταῖς Ὑποτυπώσεσιν ἐν γένει ὅλην τὴν ἐνδιαθήκην συνοπτικῶς ἀνακεφαλαιώσας, ἀφαιρούσης δὲ τὰ ἀμφισβητούμενα, οἷον τὴν τῆς Ἰούδας ἐπιστολήν, τὰς καθολικὰς ἐπιστολάς, τὴν Βαρνάβαν καὶ τὴν Πέτρου ὀνομαζομένην Ἀποκάλυψιν, συντέτακται."
καὶ ταῦτα μὲν ἡμεῖς περὶ τούτων· οἰκειότερον δὲ κατὰ καιρὸν διὰ τῆς τῶν ἀρχαίων παραθέσεως τὰ καὶ τοῖς ἄλλοις περὶ αὐτῶν εἰρημένα πειρασόμεθα δηλῶσαι.,ταῦτα μὲν περὶ τούτων εἴρηται ὑπ’ ἡμῶν· ἔτι δὲ καὶ οἰκειότερον καὶ καιροῦ ἐπιτρεπόμενον διὰ τῆς τῶν παλαιῶν παραδόσεως ἐπιχειρήσομεν ἀναφαινεῖν καὶ τὰ ἄλλα περὶ αὐτῶν λεγόμενα.
"ὃ δ᾿ ὡς ἑαυτὸν ἑώρα μὴ ἐπαρκοῦντα τῇ τῶν θείων βαθυτέρᾳ σχολῇ τῇ τε ἐξετάσει καὶ ἑρμηνείᾳ τῶν ἱερῶν γραμμάτων καὶ προσὲτι τῇ τῶν προσιόντων κατηχήσει μηδ᾿ ἀναπνεῦσαι συγχωρούντων αὐτῷ, ἑτέρων ἐφ᾿ ἑτέροις ἐξ ἕω καὶ μέχρις ἑσπέρας ἐπὶ τὸ παρ᾿ αὐτῷ διδασκαλεῖον φοιτῶντων, διανείμας τὰ πλήθη, τὸν Ἡρακλᾶν τῶν γνωρίμων προκρίνας, ἔν τε τοῖς θείοις σπουδαῖον καὶ ἄλλως ὄντα λογιώτατον ἄνδρα καὶ φιλοσοφίας οὐκ ἄμοιρον, κοινωνὸν καθίστη τῆς κατηχήσεως, τῷ μὲν τὴν πρώτην τῶν ἄρτι στοιχειουμένων εἰσαγωγὴν ἐπιτρέψας, αὐτῷ δὲ τὴν τῶν ἐν ἕξει φυλάξας ἀκρόασιν.","Ἡρακλᾶς συνεργὸς εἰς τὴν διδασκαλίαν ἐκλέγη, ἐπειδὴ ὁ αὐτὸς διδάσκαλος ὡμολόγει μήπω βαθεῖαν γνῶσιν τῶν θείων μυστηρίων μήτε τελείαν ἑρμηνευτικὴν δεσποτείαν κεκτῆσθαι."
«Διονύσιος ἀπεκρίνατο· «ἡμεῖς οὐδένα ἕτερον προσκυνοῦμεν».,ὁ Διονύσιος ἀπεκρίνατο· «οὐδεμίαν ἄλλην θεότητα ἡμεῖς προσκυνοῦμεν».
"γενόμενος δὲ τηνικάδε ἐν Ἀθήναις, περαίνει μὲν τὰ εἰς τὸν Ἰεζεκιήλ, τῶν δ᾿ εἰς τὸ Ἆισμα τῶν ᾀσμάτων ἄρχεται, καὶ πρόεισίν γε αὐτόθι μέχρι τοῦ πέμπτου συγγράμματος· ἐπανελθὼν δ᾿ ἐπὶ τὴν Καισάρειαν καὶ ταῦτα εἰς πέρας, δέκα ὄντα τὸν ἀριθμόν, ἄγει.","Γενόμενος δὲ τηνικἀδε ἐν Ἀθῆναις, ὅτε ἤρξατο τὰς ἐργασίας αὐτοῦ περαινεῖν, προσηύχετο εἰς τὴν μελέτην τῶν ἱερῶν γραφῶν μετὰ μεγάλου ζήλου καὶ προσοχῆς. Πρώτον, ἐξήνεγκε τὰ περὶ τὸν προφήτην Ἰεζεκιὴλ, μελετήσας καὶ ἐξηγήσας εἰς βάθος τὰς ὅσας περὶ τοῦ θεοῦ ἀποκαλύψεις καὶ τὰς προφητείας. Μετὰ δὲ τοῦτο ἤρξατο τῆς συγγραφῆς τοῦ Ἆισματος τῶν ᾀσμάτων, ἐν ᾧ προώρισεν ἀρχίζειν καὶ ἐξελίσσειν τὸ έργον αὐτοῦ μέχρι τοῦ πέμπτου συγγράμματος, ὅπου ἐκφράζει τὰς ψαλμωδίας καὶ ὕμνους τῆς ἁγίας λατρείας. Ἐπανελθὼν δὲ εἰς τὴν Καισάρειαν, ἐπεξήρε ὅλως τὰ συγγράμματα, δεκάδα τε ἀριθμῶν ἐπιτελέσας, τὰ ὅλα μεταδιδοὺς τοῖς ἀξίοις καὶ σοφοῖς ἀναγνώσεσιν, ἵνα φῶς καὶ σοφία διὰ τῶν λόγων αὐτοῦ διαχύθῃ εἰς τὰς ψυχὰς τῶν πιστῶν."
"πέρας γοῦν ἰδόντες οἱ ἄνομοι μὴ δυνάμενον τὸ σῶμα ὑπὸ τοῦ πυρὸς δαπανηθῆναι, ἐκέλευσαν προσελθόντα αὐτῷ κομφέκτορα παραβῦσαι ξίφος, καὶ τοῦτο ποιήσαντος, ἐξῆλθεν πλῆθος αἵματος, ὥστε κατασβέσαι τὸ πῦρ καὶ θαυμάσαι πάντα τὸν ὄχλον εἰ τοσαύτη τις διαφορὰ μεταξὺ τῶν τε ἀπίστων καὶ τῶν ἐκλεκτῶν· ὧν εἷς καὶ οὗτος γέγονεν ὁ θαυμασιώτατος ἐν τοῖς καθ᾿ ἡμᾶς χρόνοις διδάσκαλος ἀποστολικὸς καὶ προφητικὸς γενόμενος ἐπίσκοπος τῆς ἐν Σμύρνῃ καθολικῆς ἐκκλησίας· πᾶν γὰρ ῥῆμα ὃ ἀφῆκεν ἐκ τοῦ στόματος αὐτοῦ, καὶ ἐτελειώθη καὶ τελειωθήσεται.",Ἆρα γινώσκετε τὸν θαυμαστὸν λόγον τοῦ Σμύρνης ἐπισκόπου; Ξίφει γὰρ νυχθεὶς τὸ αἷμα αὐτοῦ τὸ πῦρ ἔσβεσεν.
" ἤδη δὲ σπανίως τούτων εἷς που καὶ δεύτερος οὐ μόνον τῆς ἀξίας τὴν ἀποβολήν, ἀλλὰ καὶ θάνατον τῆς εὐσεβοῦς ἐνστάσεως ἀντικατηλλάττοντο, μετρίως πως ἤδη τότε τοῦ τὴν ἐπιβουλὴν ἐνεργοῦντος καὶ μέχρις αἵματος ἐπ᾿ ἐνίων φθάνειν ἐπιτολμῶντος, τοῦ πλήθους, ὡς ἔοικεν, τῶν πιστῶν δεδιττομένου τε αὐτὸν ἔτι καὶ ἀποκναίοντος ἐπὶ τὸν κατὰ πάντων ἀθρόως ἐφορμῆσαι πόλεμον."," νῦν δὲ σπανίως τις ἐξ αὐτῶν ἕτερος καὶ δεύτερος οὐ μόνον τῆς τιμῆς τὴν ἀπόθεσιν, ἀλλὰ καὶ τὸν θάνατον τῆς εὐσεβείας ἀνταλλάττονται· μέτριον ἤδη τοῦ τότε τοῦ τὴν ἐπιβουλήν ἐνεργοῦντος καὶ μέχρι αἵματος ἐπὶ ἐνίους ἐπιχειροῦντος, τοῦ πλῆθους ὡς φαίνεται τῶν πιστῶν φοβουμένου καὶ ἀποκρινόμενου, ἵνα πᾶσιν ἄθροισι πολεμεῖν ἐκπεσῇ."
"οὐ μόνον δὲ οἶδεν, ἀλλὰ καὶ ἀποδέχεται τὴν τοῦ Ποιμένος γραφήν, λέγων· «καλῶς οὖν ἡ γραφὴ ἡ λέγουσα πρῶτον πάντων πίστευσον ὅτι εἷς ἐστιν ὁ θεὸς ὁ τὰ πάντα κτίσας καὶ καταρτίσας», καὶ τὰ ἑξῆς.","Οὐ μόνον γὰρ εἰς τὴν γνώσιν τῆς θείας γραφῆς προσηύχετο, ἀλλὰ καὶ ἐπέστησεν αὐτὴν ὡς ἀληθῆ καὶ ἀναγκαῖον ὡς πρῶτον καὶ θεμέλιον πίστιν εἰς ἕνα μόνον θεὸν, τὸν δημιουργὸν καὶ τα πάντα διοργανωτὴν. Καὶ ἐπὶ τούτῳ ἐστήριζεν ὅλον τὸν λόγον αὐτοῦ, ἀναφερόμενος ἐν τῇ ὁμιλίᾳ ταῖς περαιτέρω διατάξεσιν τῆς γραφῆς, ὡς πρὸς τὴν ἀλήθειαν καὶ σωτηρίαν."
Συμεὼν ὁμοίως δεύτερος μετὰ τὸν τοῦ σωτῆρος ἡμῶν ἀδελφὸν τῆς ἐν Ἱεροσολύμοις ἐκκλησίας κατὰ τούτους τὴν λειτουργίαν εἶχεν.,"Συμεὼν δὲ ὡσαύτως ὁ ἐπιτρεπτὸς μετὰ τὸν σωτῆρα ἡμῶν ἀδελφὸς, τῇ ἐν Ἱεροσολύμοις ἐκκλησίᾳ τὴν ἀρχὴν ἔλαβε κατὰ τοῦτους τοὺς χρόνους."
"καὶ ἐπ᾿ Ἀλεξανδρείας δὲ Μάξιμον ὀκτωκαίδεκα ἔτεσιν μετὰ τὴν Διονυσίου τελευτὴν ἐπισκοπεύσαντα Θεωνᾶς διαδέχεται· καθ᾿ ὃν ἐπὶ τῆς Ἀλεξανδρείας ἐπὶ ταὐτὸν τῷ Πιερίῳ πρεσβυτερίου ἠξιωμένος Ἀχιλλᾶς ἐγνωρίζετο, τῆς ἱερᾶς πίστεως τὸ διδασκαλεῖον ἐγκεχειρισμένος, οὐδενὸς ἧττον σπανιώτατον φιλοσοφίας ἔργον καὶ πολιτείας εὐαγγελικῆς τρόπον γνήσιον ἐπιδεδειγμένος.","Μετὰ Διονυσίου, ὁ Μάξιμος ἐπέβλεψε Ἀλεξάνδρειαν, Ἀχιλλᾶς ἐκείνῳ ἀντιπροσωπεύων, ἐκπαιδευτὴς τῆς πίστεως καὶ φιλόσοφος."
"καὶ ταῦτα μὲν ἀπὸ τῆς δηλωθείσης πόλεως ταῖς καταλεχθείσαις ἐκκλησίαις διετυπώσατο· ἤδη δ᾿ ἐπέκεινα τῆς Σμύρνης γενόμενος, ἀπὸ Τρωάδος τοῖς τε ἐν Φιλαδελφίᾳ αὖθις διὰ γραφῆς ὁμιλεῖ καὶ τῇ Σμυρναίων ἐκκλησίᾳ ἰδίως τε τῷ ταύτης προηγουμένῳ Πολυκάρπῳ· ὃν οἷα δὴ ἀποστολικὸν ἄνδρα εὖ μάλα γνωρίζων, τὴν κατ᾿ Ἀντιόχειαν αὐτῷ ποίμνην οἷα γνήσιος καὶ ἀγαθὸς ποιμὴν παρατίθεται, τὴν περὶ αὐτῆς φροντίδα διὰ σπουδῆς ἔχειν αὐτὸν ἀξιῶν.","Ταῦτα μὲν ἀπὸ τῆς φανερᾶς πόλεως ταῖς ἐκκλησίαις ἀπέδωκε, ὡς ἐν τέλει Σμύρνην ἐλθὼν, ἀπὸ τῆς Τρωάδος πάλιν διὰ χειρογράφου τοῖς ἐν Φιλαδελφίᾳ ἐπήρετο λόγον, καὶ τῇ Σμυρναίων ἐκκλησίᾳ μάλιστα τῷ Πολυκάρπῳ τῷ προηγορήσαντι, ὡς ἀληθῶς ἀποστολικὸν ἄνδρα ἐπίσταται, τὴν ἐκείνου ποίμνην ἀγαθῷ καὶ πιστῷ προστάττει καὶ τὴν περὶ αὐτὴν φροντίδα ἐπιμελεῖσθαι κελεύει."
"Τί δεῖ τῶν ἐπ᾿ Ἀντιοχείας ἀναζωπυρεῖν τὴν μνήμην, ἐσχάραις πυρὸς οὐκ εἰς θάνατον, ἀλλ᾿ ἐπὶ μακρᾷ τιμωρίᾳ κατοπτωμένων, ἑτέρων τε θᾶττον τὴν δεξιὰν αὐτῷ πυρὶ καθιέντων ἢ τῆς ἐναγοῦς θυσίας ἐφαπτομένων;","Ποῖον ὄφελος ἀνάπλευσιν ἀναζωπυρεῖν τῆς μνήμης ἐπ᾿ Ἀντιόχειας, ὅπου μὲν τὰς ἐσχάρας τοῦ πυρός οὐκ εἰς ἀπόλειψιν ἄγουσιν, ἀλλ᾿ εἰς μακροχρόνιον τιμωρίαν· ἄλλοι δὲ ἄνευ πολυτελείας τὴν δεξιὰν πυρὶ ἐθέασαν, ἢ τὰς ἐναγοῦς θυσίας ἐπλήσθησαν."
